Title,BodyPart,Equipment,Level
Single-leg stiff-legged deadlift to row,lower back,dumbbell,intermediate
FYR2 Dumbbell Deadlift,lower back,dumbbell,intermediate
FYR2 Dumbbell Deadlift to Dumbbell Upright Row,lower back,dumbbell,intermediate
Atlas Stones,lower back,other,intermediate
Axle Deadlift,lower back,other,beginner
Atlas Stone Trainer,lower back,other,beginner
Partner Flat-Bench Back Extension,lower back,other,beginner
Keg Load,lower back,other,beginner
Partner bench back extension,lower back,other,beginner
Rack Pull - Gethin Variation,lower back,other,intermediate
Hex Bar Deadlift - Gethin Variation,lower back,other,intermediate
Holman Deadlift,lower back,other,intermediate
ACFT Low-handle trap bar deadlift,lower back,other,intermediate
Neutral-grip lat pull-down,lower back,cable,intermediate
Seated cable deadlift,lower back,cable,intermediate
Cable stiff-legged deadlift,lower back,cable,intermediate
Single-leg cable stiff-legged deadlift,lower back,cable,intermediate
UNS Banded Dumbbell Romanian Deadlift,lower back,cable,intermediate
Seated Back Extension,lower back,machine,beginner
Back extension,lower back,body only,intermediate
Hyperextensions With No Hyperextension Bench,lower back,body only,beginner
Superman,lower back,body only,intermediate
Hug A Ball,lower back,body only,intermediate
Child's pose,lower back,body only,intermediate
Pelvic Tilt Into Bridge,lower back,body only,intermediate
Hug Knees To Chest,lower back,body only,intermediate
Pyramid,lower back,body only,intermediate
Partner Superman with alternating high-five,lower back,body only,beginner
Yoga plex,lower back,body only,intermediate
TBS Back Extension,lower back,body only,intermediate
Lower Back Stretch - Yates Variation,lower back,body only,intermediate
Hyperextension - Gethin Variation,lower back,body only,intermediate
Back Extension - Gethin Variation,lower back,body only,intermediate
HM Banana Stretch,lower back,body only,intermediate
HM T-Spine Stretch on Wall,lower back,body only,intermediate
HM Child's Pose,lower back,body only,intermediate
HM Cobra,lower back,body only,intermediate
HM Cobra With Arm Retraction,lower back,body only,intermediate
HM Dive-Bomber,lower back,body only,intermediate
HM Downward-Facing Dog Pose,lower back,body only,intermediate
HM Downward Dog To Left Leg Extension To Warrior Pose,lower back,body only,intermediate
HM Downward Dog To Right Leg Extension To Warrior Pose,lower back,body only,intermediate
HM Spine Twist,lower back,body only,intermediate
HM Good Morning,lower back,body only,intermediate
HM Rag Doll,lower back,body only,intermediate
HM Upward-Facing Dog Pose,lower back,body only,intermediate
Superman-,lower back,body only,intermediate
Weighted back extension,lower back,body only,intermediate
MetaBurn Alternating Superman,lower back,body only,intermediate
MetaBurn Swimmer,lower back,body only,intermediate
Dancer's Stretch,lower back,unknown,beginner
Cat Stretch,lower back,unknown,beginner
Crossover Reverse Lunge,lower back,unknown,beginner
Standing Pelvic Tilt,lower back,unknown,beginner
Exercise ball weighted hyperextension,lower back,exercise ball,beginner
Exercise ball rear delt fly,lower back,exercise ball,intermediate
Lying rear delt Y,lower back,exercise ball,intermediate
Partner Facing Feet-Elevated Side Plank With Band Row,middle back,bands,beginner
Partner side plank band row,middle back,bands,intermediate
Band-assisted chin-up,middle back,bands,intermediate
30 Back Band-Assisted Pull-Up,middle back,bands,intermediate
30 Back Reverse-Grip Band-Assisted Pull-Up,middle back,bands,intermediate
Band bent-over row,middle back,bands,intermediate
Heavy band bent-over row,middle back,bands,intermediate
Reverse-grip bent-over row,middle back,barbell,intermediate
One-Arm Long Bar Row,middle back,barbell,intermediate
Bent Over Barbell Row,middle back,barbell,intermediate
Yates Row Reverse Grip,middle back,barbell,beginner
Pendlay Row,middle back,barbell,intermediate
Straight Bar Bench Mid Rows,middle back,barbell,beginner
Barbell seal row,middle back,barbell,intermediate
Yates Row,middle back,barbell,beginner
Plate Row,middle back,barbell,beginner
Barbell Deadlift Bent Row Complex,middle back,barbell,beginner
Single-Arm Landmine Row,middle back,barbell,beginner
TBS T-Bar Row,middle back,barbell,intermediate
TBS Deficit Deadlift,middle back,barbell,intermediate
Bent-Over Barbell Row - Gethin Variation,middle back,barbell,intermediate
Barbell bent-over row,middle back,barbell,intermediate
UN Barbell Rack Pull,middle back,barbell,intermediate
UN Barbell Scrape The Rack,middle back,barbell,intermediate
Barbell deadlift bent-over row complex,middle back,barbell,intermediate
30 Back Barbell Deadlift,middle back,barbell,intermediate
30 Back Bent-Over Barbell Row,middle back,barbell,intermediate
30 Back T-Bar Row,middle back,barbell,intermediate
30 Back Underhand Bent-Over Barbell Row,middle back,barbell,intermediate
Kettlebell alternating renegade row,middle back,kettlebells,intermediate
Alternating Kettlebell Row,middle back,kettlebells,intermediate
Two-Arm Kettlebell Row,middle back,kettlebells,beginner
Kettlebell bent-over row to clean,middle back,kettlebells,intermediate
UP Deficit Kettlebell Stiff-Legged Deadlift,middle back,kettlebells,intermediate
FYR2 Dagger-Grip Double-Kettlebell Gorilla Row,middle back,kettlebells,intermediate
FYR2 Double-Kettlebell Swing Clean,middle back,kettlebells,intermediate
Single-arm kettlebell row-,middle back,kettlebells,intermediate
FYR2 Ascending-Rep Swing-Squat Complex,middle back,kettlebells,intermediate
One-Arm Dumbbell Row,middle back,dumbbell,intermediate
Incline dumbbell row,middle back,dumbbell,intermediate
Bent Over Two-Dumbbell Row With Palms In,middle back,dumbbell,beginner
Man-maker,middle back,dumbbell,intermediate
Dumbbell bent-over row,middle back,dumbbell,intermediate
Middle Back Shrug,middle back,dumbbell,beginner
Dumbbell pull-over to skullcrusher,middle back,dumbbell,intermediate
Dumbbell Fix Single-Arm Dumbbell Row,middle back,dumbbell,intermediate
Dumbbell Fix Bent-Over Dumbbell Row,middle back,dumbbell,intermediate
Dumbbell Seal Row - Gethin Variation,middle back,dumbbell,intermediate
Decline dumbbell chest fly,middle back,dumbbell,intermediate
TBS Bent-Over Dumbbell Row,middle back,dumbbell,intermediate
HM Alternating Bent-Over Quick Row,middle back,dumbbell,intermediate
HM Bent-Over Dumbbell Row,middle back,dumbbell,intermediate
AM Single Arm Row,middle back,dumbbell,intermediate
Dumbbell stiff-legged deadlift,middle back,dumbbell,intermediate
Single-arm bench dumbbell row,middle back,dumbbell,intermediate
UN Bent-Over Dumbbell Row,middle back,dumbbell,intermediate
UN Dumbbell RDL,middle back,dumbbell,intermediate
UN Chest Supported Row,middle back,dumbbell,intermediate
MetaBurn Bent-Over Renegade Row,middle back,dumbbell,intermediate
30 Back Bent-Over Dumbbell Row,middle back,dumbbell,intermediate
30 Back Dumbbell Pull-Over,middle back,dumbbell,intermediate
30 Back Incline Dumbbell Row,middle back,dumbbell,intermediate
30 Back Single-Arm Dumbbell Row,middle back,dumbbell,intermediate
30 Back Single-Arm Dumbbell Swing Row,middle back,dumbbell,intermediate
T-Bar Row with Handle,middle back,other,intermediate
T-Bar Row,middle back,other,intermediate
Alternating sit-through with crunch,middle back,other,intermediate
Seated Cable Rows,middle back,cable,intermediate
Upside-down pull-up,middle back,other,intermediate
Smith machine inverted row,middle back,other,intermediate
Lying T-Bar Row,middle back,other,intermediate
Suspended row,middle back,other,intermediate
Inverted Row with Straps,middle back,other,beginner
One Arm Chin-Up,middle back,other,beginner
Sled Row,middle back,other,beginner
Paul Carter T-Bar Row,middle back,other,intermediate
Single-Arm Bent-Over Rear Delt Raise - Gethin Variation,middle back,other,intermediate
30 Back Plate Hyperextension,middle back,other,intermediate
Seated Cable Rows,middle back,cable,intermediate
Single-arm cable seated row,middle back,cable,intermediate
Paul Carter Lat Pull-Down,middle back,cable,intermediate
TBS Lat Pull-Down,middle back,cable,intermediate
One-Arm Cable Read Delt Fly - Gethin Variation,middle back,cable,intermediate
UP Seated Cable Row,middle back,cable,intermediate
UP Cable Straight-Arm Pull-Down,middle back,cable,intermediate
UN Cable Pull-Through,middle back,cable,intermediate
30 Back Close-Grip Seated Cable Row,middle back,cable,intermediate
30 Back Incline Face-Up Cable Pull-Down,middle back,cable,intermediate
30 Back Kneeling High Cable Pull-Down,middle back,cable,intermediate
30 Back Leaning V-Bar Pull-Down,middle back,cable,intermediate
30 Back Reverse-Grip Pull-Down,middle back,cable,intermediate
30 Back Standing Low Cable Bar Row,middle back,cable,intermediate
30 Back Standing Low Cable Rope Row,middle back,cable,intermediate
30 Back Straight-Arm Bar Pull-Down,middle back,cable,intermediate
30 Back Straight-Arm Rope Pull-Down,middle back,cable,intermediate
30 Back Wide-Grip Behind-The-Head Pull-Down,middle back,cable,intermediate
30 Back Wide-Grip Pull-Down,middle back,cable,intermediate
30 back Wide-Grip Seated Cable Row,middle back,cable,intermediate
Rower,middle back,machine,intermediate
Seated Cable Rows,middle back,cable,intermediate
Smith machine bent-over row,middle back,machine,intermediate
Leverage High Row,middle back,machine,beginner
Machine Low Row,middle back,machine,intermediate
Standing lat pull-down,middle back,machine,intermediate
30 Back Machine Seated Row,middle back,machine,intermediate
30 Back Smith Machine Push-Up,middle back,machine,intermediate
Mixed Grip Chin,middle back,body only,intermediate
Rhomboids SMR,middle back,body only,intermediate
Spinal Stretch,middle back,body only,intermediate
Upper Back Stretch,middle back,body only,intermediate
Middle Back Stretch,middle back,body only,intermediate
TBS Pull-Up,middle back,body only,intermediate
HM Angel Stretch,middle back,body only,intermediate
UNS Foam Roll Upper Back,middle back,body only,intermediate
30 Back Neutral-Grip Pull-Down,middle back,body only,intermediate
30 Back Pull-Up,middle back,body only,intermediate
30 Back Reverse-Grip Pull-Up,middle back,body only,intermediate
ACFT Medicine ball overhead power throw,middle back,medicine ball,intermediate
Upright Row - With Bands,traps,bands,beginner
Band seated row,traps,bands,intermediate
Barbell shrug,traps,barbell,intermediate
Barbell behind-the-back shrug,traps,barbell,intermediate
Clean Shrug,traps,barbell,beginner
Snatch Shrug,traps,barbell,beginner
Single-arm inverted row,traps,barbell,intermediate
Kettlebell sumo deadlift high pull,traps,kettlebells,intermediate
Standing dumbbell shrug,traps,dumbbell,intermediate
Standing dumbbell upright row,traps,dumbbell,intermediate
Dumbbell pull-over,traps,dumbbell,intermediate
Standing Dumbbell Shrug - Gethin Variation,traps,dumbbell,intermediate
Single-arm dumbbell row,traps,dumbbell,intermediate
Lying Face Down Plate Neck Resistance,neck,other,beginner
Lying Face Up Plate Neck Resistance,neck,other,beginner
Seated Head Harness Neck Resistance,neck,other,beginner
Cable straight-bar upright row,traps,cable,intermediate
Cable shrug,traps,cable,intermediate
Smith machine shrug,traps,machine,intermediate
Leverage Shrug,traps,machine,intermediate
Calf-Machine Shoulder Shrug,traps,machine,beginner
Smith machine behind-the-back shrug,traps,machine,intermediate
Smith machine upright row,traps,machine,intermediate
Machine low row-,traps,machine,intermediate
Machine Shrug - Gethin Variation,traps,machine,intermediate
Smith machine single-arm shrug,traps,machine,intermediate
Isometric Neck Exercise - Sides,neck,body only,beginner
Isometric Neck Exercise - Front And Back,neck,body only,beginner
Neck Bridge Prone,neck,body only,beginner
Side Neck Stretch,neck,body only,intermediate
Neck-SMR,neck,body only,intermediate
Scapular Pull-Up,traps,unknown,beginner
Single-leg depth squat,quadriceps,bands,intermediate
Squats - With Bands,quadriceps,bands,beginner
Hip Flexion with Band,quadriceps,bands,beginner
Forward Band Walk,quadriceps,bands,beginner
Boss Everline Resistance-Band Pull Sprint,quadriceps,bands,intermediate
Banded jump squat,quadriceps,bands,intermediate
Speed Box Squat,quadriceps,bands,intermediate
HM Banded Squat Toe Tap,quadriceps,bands,intermediate
UP Band Abducted Squat,quadriceps,bands,intermediate
FYR2 Lateral Band Walk,quadriceps,bands,intermediate
FYR2 Banded Squat Hold-Pulse-Jump Complex,quadriceps,bands,intermediate
Band split squat,quadriceps,bands,intermediate
Band front squat,quadriceps,bands,intermediate
Squat hold with band pull-apart,quadriceps,bands,intermediate
Banded squat toe tap,quadriceps,bands,intermediate
Band overhead squat,quadriceps,bands,intermediate
Quadriceps SMR,quadriceps,foam roll,intermediate
Clean from Blocks,quadriceps,barbell,beginner
Barbell Full Squat,quadriceps,barbell,intermediate
Barbell back squat to box,quadriceps,barbell,intermediate
Push-press,quadriceps,barbell,intermediate
Power snatch-,quadriceps,barbell,expert
Hang Clean,quadriceps,barbell,beginner
Barbell walking lunge,quadriceps,barbell,intermediate
Olympic Squat,quadriceps,barbell,beginner
Narrow-stance squat,quadriceps,barbell,expert
Box Squat with Bands,quadriceps,barbell,beginner
Weighted Jump Squat,quadriceps,barbell,beginner
Squat with Chains,quadriceps,barbell,beginner
Barbell Squat,quadriceps,barbell,intermediate
Barbell front squat,quadriceps,barbell,intermediate
Barbell forward lunge,quadriceps,barbell,expert
Smith machine box squat,quadriceps,barbell,intermediate
Barbell step-up,quadriceps,barbell,intermediate
Barbell Bulgarian split squat,quadriceps,barbell,intermediate
Hang Clean - Below the Knees,quadriceps,barbell,beginner
Barbell hack squat,quadriceps,barbell,expert
Hack Squat,quadriceps,barbell,intermediate
Barbell thruster,quadriceps,barbell,intermediate
Split Jerk,quadriceps,barbell,beginner
Push-jerk,quadriceps,barbell,intermediate
Barbell back squat,quadriceps,barbell,intermediate
Zercher squat,quadriceps,barbell,intermediate
Jefferson Squats,quadriceps,barbell,beginner
Jerk Dip Squat,quadriceps,barbell,beginner
Barbell side split squat,quadriceps,barbell,intermediate
Frankenstein Squat,quadriceps,barbell,beginner
Barbell speed squat,quadriceps,barbell,intermediate
Single-arm side deadlift,quadriceps,barbell,expert
Barbell Squat To A Bench,quadriceps,barbell,intermediate
Clean Pull,quadriceps,barbell,beginner
Front Barbell Squat To A Bench,quadriceps,barbell,beginner
Barbell reverse lunge,quadriceps,barbell,intermediate
Split Clean,quadriceps,barbell,beginner
Close-stance dumbbell front squat,quadriceps,barbell,intermediate
Front Squat (Clean Grip),quadriceps,barbell,beginner
Barbell front squat to back squat,quadriceps,barbell,intermediate
Squat Jerk,quadriceps,barbell,beginner
Barbell Front-To-Back Squat,quadriceps,barbell,intermediate
Box Squat with Chains,quadriceps,barbell,beginner
Snatch from Blocks,quadriceps,barbell,beginner
Power Snatch from Blocks,quadriceps,barbell,beginner
Front Squat (Bodybuilder),quadriceps,barbell,intermediate
Barbell step-down reverse lunge,quadriceps,barbell,intermediate
Squat with Bands,quadriceps,barbell,beginner
Heaving Snatch Balance,quadriceps,barbell,beginner
Snatch Balance,quadriceps,barbell,beginner
Reverse Band Power Squat,quadriceps,barbell,beginner
Paul Carter Back Squat,quadriceps,barbell,intermediate
Paul Carter Barbell Split Squat,quadriceps,barbell,intermediate
TBS High-Bar Back Squat,quadriceps,barbell,intermediate
TBS Barbell Front Squat,quadriceps,barbell,intermediate
Squat - Gethin Variation,quadriceps,barbell,intermediate
Front-To-Back Barbell Squat,quadriceps,barbell,intermediate
Barbell Lunge - Gethin Variation,quadriceps,barbell,intermediate
Rack Deadlift - Gethin Variation,quadriceps,barbell,intermediate
Barbell Squat - Gethin Variation,quadriceps,barbell,intermediate
Barbell Good Morning - Gethin Variation,quadriceps,barbell,intermediate
AM Barbell Squat,quadriceps,barbell,intermediate
Plyometric Power Clean,quadriceps,barbell,intermediate
Banded Split Jerk,quadriceps,barbell,intermediate
UP Squat,quadriceps,barbell,intermediate
UN Barbell Back Squat,quadriceps,barbell,intermediate
UN Barbell Box Squat,quadriceps,barbell,intermediate
UN Barbell Front Squat,quadriceps,barbell,intermediate
KV Bulgarian Split Squat,quadriceps,barbell,intermediate
King Maker Barbell Back Squat,quadriceps,barbell,intermediate
King Maker Barbell Deadlift,quadriceps,barbell,intermediate
30 Legs Barbell Back Squat,quadriceps,barbell,intermediate
30 Legs Barbell Front Squat,quadriceps,barbell,intermediate
Barbell Back Squats,quadriceps,barbell,intermediate
Front Squats With Two Kettlebells,quadriceps,kettlebells,beginner
Kettlebell Pistol Squat,quadriceps,kettlebells,beginner
Goblet Squat,quadriceps,kettlebells,intermediate
Kettlebell Curtsy Lunge,quadriceps,kettlebells,beginner
Single-arm kettlebell overhead squat,quadriceps,kettlebells,expert
Kettlebell side squat,quadriceps,kettlebells,intermediate
Kettlebell sumo squat,quadriceps,kettlebells,intermediate
Kettlebell thruster progression,quadriceps,kettlebells,intermediate
Kettlebell power clean,quadriceps,kettlebells,intermediate
Kettlebell fire feet,quadriceps,kettlebells,intermediate
Single Arm Overhead Kettlebell Squat,quadriceps,kettlebells,intermediate
Pulsing goblet squat,quadriceps,kettlebells,intermediate
Double-kettlebell alternating lunge to clean,quadriceps,kettlebells,intermediate
FYR Goblet Squat,quadriceps,kettlebells,intermediate
FYR Kettlebell Sumo Squat,quadriceps,kettlebells,intermediate
Double-kettlebell front squat,quadriceps,kettlebells,intermediate
FYR Kettlebell Squat Clean,quadriceps,kettlebells,intermediate
Single-arm kettlebell front squat,quadriceps,kettlebells,intermediate
Kettlebell front rack lunge,quadriceps,kettlebells,intermediate
HM Turkish Get-Up,quadriceps,kettlebells,intermediate
HM Single-Leg Romanian Deadlift,quadriceps,kettlebells,intermediate
Taylor Single-Arm Kettlebell Front Squat,quadriceps,kettlebells,intermediate
Taylor Kettlebell Goblet Squat,quadriceps,kettlebells,intermediate
Goblet squat-,quadriceps,kettlebells,intermediate
Holman Kettlebell Squat Clean,quadriceps,kettlebells,intermediate
Holman Kettlebell Swing,quadriceps,kettlebells,intermediate
Holman Kettlebell Swing Transfer,quadriceps,kettlebells,intermediate
Dumbbell goblet squat-,quadriceps,kettlebells,intermediate
Robertson Kettlebell Jump,quadriceps,kettlebells,intermediate
FYR2 Alternating Kettlebell Squat Clean,quadriceps,kettlebells,intermediate
FYR2 Banded Double-Kettlebell Squat Pulse,quadriceps,kettlebells,intermediate
FYR2 Double-Kettlebell Ballin' Lunge,quadriceps,kettlebells,intermediate
FYR2 Double-Kettlebell Front Rack Lunge,quadriceps,kettlebells,intermediate
FYR2 Double-Kettlebell Front Squat,quadriceps,kettlebells,intermediate
FYR2 Explosive Kettlebell Jump Squat,quadriceps,kettlebells,intermediate
FYR2 Kettlebell Goblet Squat,quadriceps,kettlebells,intermediate
FYR2 Kettlebell Reverse Lunge Switch Grip,quadriceps,kettlebells,intermediate
FYR2 Kettlebell Reverse Lunge to Kneeling Press,quadriceps,kettlebells,intermediate
FYR2 Kettlebell Sumo Squat Pulse,quadriceps,kettlebells,intermediate
FYR2 Reverse Lunge to Single-Leg Kettlebell Deadlift,quadriceps,kettlebells,intermediate
FYR2 Kettlebell Goblet-Squat-Deadlift Complex,quadriceps,kettlebells,intermediate
FYR2 Kettlebell Squat-Press-Deadlift Complex,quadriceps,kettlebells,intermediate
Goblet Squats,quadriceps,kettlebells,intermediate
Dumbbell Goblet Squat,quadriceps,dumbbell,intermediate
Dumbbell squat,quadriceps,dumbbell,intermediate
Dumbbell Lunges,quadriceps,dumbbell,intermediate
Dumbbell reverse lunge,quadriceps,dumbbell,intermediate
Split Squat with Dumbbells,quadriceps,dumbbell,intermediate
Dumbbell sumo squat,quadriceps,dumbbell,intermediate
Dumbbell seated box jump,quadriceps,dumbbell,intermediate
Dumbbell step-up,quadriceps,dumbbell,intermediate
Dumbbell Walking Lunge,quadriceps,dumbbell,intermediate
Dumbbell Squat To A Bench,quadriceps,dumbbell,beginner
Dumbbell thruster,quadriceps,dumbbell,intermediate
Dumbbell front squat,quadriceps,dumbbell,intermediate
Single-Arm Dumbbell Overhead Squat,quadriceps,dumbbell,beginner
Dumbbell lateral hop,quadriceps,dumbbell,intermediate
Dumbbell lunge with biceps curl,quadriceps,dumbbell,intermediate
Dumbbell Pistol Squat,quadriceps,dumbbell,beginner
Dumbbell Squat Snatch,quadriceps,dumbbell,beginner
Dumbbell Alternating Lunge,quadriceps,dumbbell,beginner
Dumbbell jump squat,quadriceps,dumbbell,intermediate
Dumbbell Side Lunge,quadriceps,dumbbell,beginner
Boss Everline Dumbbell Lunge Jump,quadriceps,dumbbell,intermediate
Dumbbell Fix Dumbbell Split Squat,quadriceps,dumbbell,intermediate
Single-leg dumbbell Romanian deadlift,quadriceps,dumbbell,intermediate
Dumbbell Fix Dumbbell Alternating Reverse Lunge,quadriceps,dumbbell,intermediate
Dumbbell Fix Turkish Get-Up,quadriceps,dumbbell,intermediate
Seesaw lunge,quadriceps,dumbbell,intermediate
FYR Dumbbell Front Squat,quadriceps,dumbbell,intermediate
Dumbbell split squat,quadriceps,dumbbell,intermediate
Dumbbell deadlift,quadriceps,dumbbell,intermediate
Single-arm stiff-legged deadlift,quadriceps,dumbbell,intermediate
HM Dumbbell Overhead Squat,quadriceps,dumbbell,intermediate
HM Dumbbell Squat,quadriceps,dumbbell,intermediate
UNS Dumbbell Goblet Squat,quadriceps,dumbbell,intermediate
Single-Arm Dumbbell Snatch,quadriceps,dumbbell,intermediate
KV Dumbbell Lunges,quadriceps,dumbbell,intermediate
Holman Squat to Biceps Curl,quadriceps,dumbbell,intermediate
Holman Burpee to Biceps Curl,quadriceps,dumbbell,intermediate
Holman Slow Weighted Reverse Lunge,quadriceps,dumbbell,intermediate
Holman Slow Weighted Plie Squat,quadriceps,dumbbell,intermediate
Holman Weighted Lunge Jump with Biceps Curl,quadriceps,dumbbell,intermediate
Holman Left Reverse Lunge Chest Press to Left Knee-Up Chest Press,quadriceps,dumbbell,intermediate
Holman Weighted Lunge Jump with Chest Press,quadriceps,dumbbell,intermediate
Holman Weighted Half Jack to Biceps Curl,quadriceps,dumbbell,intermediate
Holman Weighted Half Jack to Chest Press,quadriceps,dumbbell,intermediate
Holman 180 Jump to Renegade Side Raise,quadriceps,dumbbell,intermediate
Holman Right Reverse Lunge Biceps Curl to Right Knee-Up Biceps Curl,quadriceps,dumbbell,intermediate
Holman Roll-Back to Squat Thrust to Renegade Row,quadriceps,dumbbell,intermediate
Holman Roll-Back to Squat Thrust to Renegade Triceps Press,quadriceps,dumbbell,intermediate
Holman Weighted Narrow Squat Jump,quadriceps,dumbbell,intermediate
Holman Diagonal Deadlift,quadriceps,dumbbell,intermediate
Holman Weighted Burpee to Triceps Press,quadriceps,dumbbell,intermediate
Holman Squat Thrust Overhead Press,quadriceps,dumbbell,intermediate
Holman Weighted Burpee to Chest Press,quadriceps,dumbbell,intermediate
Holman Squat to Right-Arm Overhead Press,quadriceps,dumbbell,intermediate
Holman Right Lunge Jump with Right Overhead Press,quadriceps,dumbbell,intermediate
Holman Left Lunge Jump with Left Overhead Press,quadriceps,dumbbell,intermediate
Holman Heavy Hip Drive,quadriceps,dumbbell,intermediate
Holman Squat to Left-Arm Overhead Press,quadriceps,dumbbell,intermediate
Holman Weighted Lunge Jump to Floor Lunge Jump,quadriceps,dumbbell,intermediate
Holman Alternating Weighted Lunge Jump to Chest Press,quadriceps,dumbbell,intermediate
Holman Weighted Burpee to Overhead Alternating Reverse Lunge,quadriceps,dumbbell,intermediate
Holman Weighted 180 Jump to Chest Press,quadriceps,dumbbell,intermediate
Holman Alternating Side Squat Overhead Press,quadriceps,dumbbell,intermediate
Holman Right Lunge with Right Biceps Curl,quadriceps,dumbbell,intermediate
Holman Left Lunge with Left Biceps Curl,quadriceps,dumbbell,intermediate
Holman Squat Thrust to Alternating Front Raise,quadriceps,dumbbell,intermediate
Dumbbell racked reverse lunge,quadriceps,dumbbell,intermediate
Total Fitness Dumbbell Reverse Lunge,quadriceps,dumbbell,intermediate
Single-arm dumbbell snatch-,quadriceps,dumbbell,intermediate
Total Fitness Dumbbell Step-Up,quadriceps,dumbbell,intermediate
Single-arm dumbbell front squat,quadriceps,dumbbell,intermediate
King Maker Weighted Jump Squat,quadriceps,dumbbell,intermediate
3D dumbbell lunge,quadriceps,dumbbell,intermediate
MetaBurn Dumbbell Burpee,quadriceps,dumbbell,intermediate
Dumbbell jump squat with rotation,quadriceps,dumbbell,intermediate
MetaBurn Dumbbell Wide Squat to Rack,quadriceps,dumbbell,intermediate
MetaBurn Reverse Lunge To High Pull,quadriceps,dumbbell,intermediate
MetaBurn Reverse Lunge With Overhead Raise,quadriceps,dumbbell,intermediate
MetaBurn Squat to Triceps Extension,quadriceps,dumbbell,intermediate
30 Legs Dumbbell Goblet Squat,quadriceps,dumbbell,intermediate
30 Legs Dumbbell Squat,quadriceps,dumbbell,intermediate
Dumbbell step-down reverse lunge,quadriceps,dumbbell,intermediate
Tire flip,quadriceps,other,intermediate
Single Leg Push-off,quadriceps,other,beginner
Bear crawl sled drag,quadriceps,other,intermediate
Bicycling,quadriceps,other,intermediate
Hex-bar deadlift,quadriceps,other,intermediate
Skating,quadriceps,other,beginner
Weighted sissy squat,quadriceps,other,intermediate
Dumbbell step-up,quadriceps,dumbbell,intermediate
Yoke Walk,quadriceps,other,beginner
Front Cone Hops (or hurdle hops),quadriceps,other,beginner
Weighted Squat,quadriceps,other,beginner
Bench skip,quadriceps,other,intermediate
Backward Drag,quadriceps,other,beginner
Sled Push,quadriceps,other,intermediate
Barbell squat with plate slide,quadriceps,other,intermediate
Suspended split squat,quadriceps,other,intermediate
Intermediate Hip Flexor and Quad Stretch,quadriceps,other,beginner
Sled Drag - Harness,quadriceps,other,intermediate
Burpee over barbell,quadriceps,other,intermediate
Dumbbell walking lunge-,quadriceps,other,intermediate
Single-Leg Box Jump,quadriceps,other,beginner
Conan's Wheel,quadriceps,other,beginner
Single-Leg Hop Progression,quadriceps,other,beginner
Rickshaw Deadlift,quadriceps,other,beginner
Single-cone sprint drill,quadriceps,other,intermediate
Single-Leg Stride Jump,quadriceps,other,beginner
Trap Bar Jump,quadriceps,other,beginner
Single-Leg Lateral Hop,quadriceps,other,beginner
Burpee Box-Jumps,quadriceps,other,intermediate
Sandbag Load,quadriceps,other,beginner
Single-leg knee-tap squat,quadriceps,other,intermediate
Car Deadlift,quadriceps,other,beginner
Barbell Squat To A Box,quadriceps,other,beginner
Double Under,quadriceps,other,beginner
Plate push,quadriceps,other,intermediate
Hybrid deadlift,quadriceps,other,intermediate
Boss Everline Suspension Side Run,quadriceps,other,intermediate
Boss Everline Lunge Sled Push,quadriceps,other,intermediate
Squat Bottom Position Hold,quadriceps,other,intermediate
TRX Squat Jump,quadriceps,other,intermediate
Landmine squat,quadriceps,other,intermediate
Dumbbell Bulgarian split squat,quadriceps,other,intermediate
Holman Towel Alternating Prisoner Reverse Lunge,quadriceps,other,intermediate
Holman Weighted Burpee to Belly Touch,quadriceps,other,intermediate
Holman Weighted Burpee to Front Punch,quadriceps,other,intermediate
Holman Weighted Low Squat Punch,quadriceps,other,intermediate
Holman Weighted Hook Punch to Squat Thrust,quadriceps,other,intermediate
Holman Towel Alternating Side Lunge Squat,quadriceps,other,intermediate
Holman Weighted Burpee to Renegade Side Punch,quadriceps,other,intermediate
Holman Weighted Reverse Lunge to Knee-Up Overhead Press,quadriceps,other,intermediate
Holman Lunge Jump with Overhead Press,quadriceps,other,intermediate
Holman Weighted Burpee to Belly Touch to Standing T,quadriceps,other,intermediate
Holman Weighted Squat Jump,quadriceps,other,intermediate
Holman Weighted Plie Squat,quadriceps,other,intermediate
Holman Heels-Elevated Sissy Squat,quadriceps,other,intermediate
Holman Squat Jump to Overhead Press,quadriceps,other,intermediate
Holman 180 Jump to Overhead Press,quadriceps,other,intermediate
Holman Weighted Burpee to Row,quadriceps,other,intermediate
Holman Weighted Burpee to 180 Jump,quadriceps,other,intermediate
Holman Weighted 180 Jump,quadriceps,other,intermediate
Holman Weighted Narrow-Mid-Wide Hop,quadriceps,other,intermediate
Holman Alternating Weighted Diagonal Burpee,quadriceps,other,intermediate
Holman Towel Burpee to Push-Up,quadriceps,other,intermediate
Holman Towel Right Side Squat,quadriceps,other,intermediate
ACFT Sprint-drag-carry,quadriceps,other,intermediate
Cable Hip Adduction,quadriceps,cable,beginner
Cable Deadlifts,quadriceps,cable,beginner
KV Cable Squat,quadriceps,cable,intermediate
Single-Leg Press,quadriceps,machine,intermediate
Stair climber,quadriceps,machine,intermediate
Leg Press,quadriceps,machine,intermediate
Elliptical trainer,quadriceps,machine,intermediate
Narrow-stance leg press,quadriceps,machine,intermediate
Narrow Stance Hack Squats,quadriceps,machine,beginner
Stairmaster,quadriceps,machine,intermediate
Machine Squat,quadriceps,machine,intermediate
